Rk,name,code,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV_G,PP_G,SH_G,GW_G,EV_A,PP_A,SH_A,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,W,L,OL,TM_PTS,DIV,PLAYOFF,ppg%,ppa%,pkg%,pka%,Color
439,Oscar Klefbom,klefbos01,25,EDM,D,61,5,23,28,-11,16,3.9,4,1,0,2,13,10,0,167,3,1463,23:59:00,102,44,0,0,NA,35,38,9,79,PAC,n,0.2,0.434782609,0,0,#041E42
440,John Klingberg,klingjo01,26,DAL,D,64,10,35,45,6,12,8.5,5,5,0,5,20,15,0,153,6.5,1570,NA,77,42,0,0,NA,43,32,7,93,CEN,y,0.5,0.428571429,0,0,#006847
441,Justin Kloos,kloosju01,25,ANA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,7:04:00,0,2,0,0,NA,35,37,10,80,PAC,n,NaN,NaN,NaN,NaN,#F47A38
442,Corban Knight,knighco01,28,PHI,C,23,1,3,4,-5,0,-0.1,1,0,0,0,3,0,0,15,6.7,223,9:41:00,13,9,63,58,52.1,37,37,8,82,MET,n,0,0,0,0,#F74902
443,Slater Koekkoek,koekksl01,24,CHI,D,22,1,4,5,4,10,1,1,0,0,0,4,0,0,21,4.8,362,16:27:00,36,46,0,0,NA,36,34,12,84,CEN,n,0,0,0,0,#CF0A2C
443,Slater Koekkoek,koekksl01,24,TBL,D,9,1,0,1,0,4,0.2,1,0,0,0,0,0,0,15,6.7,129,14:20:00,12,8,0,0,NA,62,16,4,128,ATL,y,0,NaN,0,NaN,#002868
444,Mikko Koivu,koivumi01,35,MIN,C,48,8,21,29,-2,22,2.4,6,2,0,0,10,10,1,89,9,878,18:18:00,32,13,488,406,54.6,37,36,9,83,CEN,n,0.25,0.476190476,0,0.047619048,#154734
445,Leo Komarov,komarle01,32,NYI,C,82,6,20,26,18,42,2.1,6,0,0,1,20,0,0,78,7.7,1139,13:53:00,38,203,84,100,45.7,48,27,7,103,MET,y,0,0,0,0,#00539B
446,Travis Konecny,konectr01,21,PHI,C,82,24,25,49,-4,40,4.9,20,4,0,3,21,4,0,182,13.2,1251,15:16:00,45,65,7,15,31.8,37,37,8,82,MET,n,0.166666667,0.16,0,0,#F74902
447,Anze Kopitar,kopitan01,31,LAK,C,81,22,38,60,-20,30,5,19,1,2,3,20,18,0,156,14.1,1807,22:18:00,66,59,1002,817,55.1,31,42,9,71,PAC,n,0.045454545,0.473684211,0.090909091,0,#111111
448,Kalle Kossila,kossika01,25,ANA,LW,8,1,0,1,-1,4,0,1,0,0,1,0,0,0,11,9.1,82,10:18:00,3,5,30,28,51.7,35,37,10,80,PAC,n,0,NaN,0,NaN,#F47A38
449,Jesperi Kotkaniemi,kotkaje01,18,MTL,C,79,11,23,34,1,26,2.6,10,1,0,2,19,4,0,134,8.2,1086,13:44:00,41,66,359,426,45.7,44,30,8,96,ATL,n,0.090909091,0.173913043,0,0,#AF1E2D
450,Ilya Kovalchuk,kovalil01,35,LAK,LW,64,16,18,34,-26,10,2.6,12,4,0,1,13,5,0,141,11.3,1039,16:14:00,19,28,16,20,44.4,31,42,9,71,PAC,n,0.25,0.277777778,0,0,#111111
451,Chris Kreider,kreidch01,27,NYR,C,79,28,24,52,4,57,6,21,7,0,2,19,5,0,201,13.9,1375,17:24:00,49,159,27,45,37.5,32,36,14,78,MET,n,0.25,0.208333333,0,0,#0038A8
452,David Krejci,krejcda01,32,BOS,C,81,20,53,73,7,16,7.3,14,6,0,4,43,10,0,139,14.4,1432,17:41:00,24,28,530,565,48.4,49,24,9,107,ATL,y,0.3,0.188679245,0,0,#FFB81C
453,Niklas Kronwall,kronwni01,38,DET,D,79,3,24,27,-5,40,4.2,2,1,0,0,17,7,0,71,4.2,1576,19:57:00,96,84,0,0,NA,32,40,10,74,ATL,n,0.333333333,0.291666667,0,0,#CE1126
454,Torey Krug,krugto01,27,BOS,D,64,6,47,53,-2,33,7.1,4,2,0,2,19,28,0,151,4,1363,21:18:00,60,53,0,0,NA,49,24,9,107,ATL,y,0.333333333,0.595744681,0,0,#FFB81C
455,Marcus Kruger,krugema01,28,CHI,C,74,4,8,12,-2,30,0,4,0,0,2,7,0,1,74,5.4,771,10:25:00,34,51,188,203,48.1,36,34,12,84,CEN,n,0,0,0,0.125,#CF0A2C
456,Nikita Kucherov,kucheni01,25,TBL,RW,82,41,87,128,24,62,14.6,26,15,0,8,54,33,0,246,16.7,1637,19:58:00,31,44,0,3,0,62,16,4,128,ATL,y,0.365853659,0.379310345,0,0,#002868
457,Ryan Kuffner,kuffnry01,22,DET,LW,10,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,8,0,109,10:56:00,5,4,0,2,0,32,40,10,74,ATL,n,NaN,NaN,NaN,NaN,#CE1126
458,Karson Kuhlman,kuhlmka01,23,BOS,C,11,3,2,5,5,2,0.8,3,0,0,1,2,0,0,15,20,134,12:09:00,4,6,1,0,100,49,24,9,107,ATL,y,0,0,0,0,#FFB81C
459,Tom Kuhnhackl,kuhnhto01,27,NYI,RW,36,4,5,9,1,10,0.6,4,0,0,0,4,0,1,30,13.3,457,12:41:00,41,48,0,2,0,48,27,7,103,MET,y,0,0,0,0.2,#00539B
460,Dean Kukan,kukande01,25,CBJ,D,25,0,5,5,6,6,1.3,0,0,0,0,5,0,0,16,0,337,13:28:00,21,16,0,0,NA,47,31,4,98,MET,y,NaN,0,NaN,0,#002654
461,Brett Kulak,kulakbr01,25,MTL,D,57,6,11,17,12,31,3.9,5,0,1,3,11,0,0,102,5.9,1017,17:51:00,64,107,0,0,NA,44,30,8,96,ATL,n,0,0,0.166666667,0,#AF1E2D
462,Dmitry Kulikov,kulikdm01,28,WPG,D,57,0,6,6,4,47,1.4,0,0,0,0,6,0,0,40,0,893,15:40:00,71,88,0,0,NA,47,30,5,99,CEN,y,NaN,0,NaN,0,#004C97
463,Luke Kunin,kuninlu01,21,MIN,C,49,6,11,17,-9,27,0.9,6,0,0,1,10,1,0,88,6.8,778,15:53:00,34,67,88,112,44,37,36,9,83,CEN,n,0,0.090909091,0,0,#154734
464,Chris Kunitz,kunitch01,39,CHI,LW,56,5,5,10,-7,23,0.2,5,0,0,1,5,0,0,44,11.4,507,9:04:00,15,85,2,5,28.6,36,34,12,84,CEN,n,0,0,0,0,#CF0A2C
465,Janne Kuokkanen,kuokkja01,20,CAR,C,7,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,6,0,76,10:55:00,3,0,0,0,NA,46,29,7,99,MET,y,NaN,NaN,NaN,NaN,#CC0000
466,Sean Kuraly,kuralse01,26,BOS,C,71,8,13,21,6,38,1.6,8,0,0,3,13,0,0,134,6,978,13:46:00,35,129,285,245,53.8,49,24,9,107,ATL,y,0,0,0,0,#FFB81C
467,Evgeny Kuznetsov,kuzneev01,26,WSH,C,76,21,51,72,7,50,6.8,13,8,0,3,36,15,0,193,10.9,1428,18:47:00,20,46,396,627,38.7,48,26,8,104,MET,y,0.380952381,0.294117647,0,0,#041E42
468,Oliver Kylington,kylinol01,21,CGY,D,38,3,5,8,3,10,1.5,3,0,0,1,5,0,0,21,14.3,472,12:25:00,41,11,0,0,NA,50,25,7,107,PAC,y,0,0,0,0,#C8102E
469,Jordan Kyrou,kyroujo01,20,STL,C,16,1,2,3,-1,4,0.1,1,0,0,0,2,0,0,16,6.3,155,9:40:00,3,2,2,0,100,45,28,9,99,CEN,y,0,0,0,0,#002F87
470,Joel LEsperance,lespejo01,23,DAL,RW,18,2,0,2,-4,6,0,1,1,0,0,0,0,0,24,8.3,220,12:15:00,4,22,26,30,46.4,43,32,7,93,CEN,y,0.5,NaN,0,NaN,#006847
471,Kevin Labanc,labanke01,23,SJS,RW,82,17,39,56,-1,36,5.1,15,2,0,4,21,18,0,130,13.1,1150,14:01:00,16,66,9,14,39.1,46,27,9,101,PAC,y,0.117647059,0.461538462,0,0,#006D75
472,Andrew Ladd,laddan01,33,NYI,LW,26,3,8,11,3,16,1,3,0,0,0,7,0,1,34,8.8,360,13:51:00,8,37,2,3,40,48,27,7,103,MET,y,0,0,0,0.125,#00539B
473,Paul Ladue,laduepa01,26,LAK,D,33,2,3,5,0,12,1.3,2,0,0,1,3,0,0,33,6.1,436,13:13:00,25,51,0,0,NA,31,42,9,71,PAC,n,0,0,0,0,#111111
474,Patrik Laine,lainepa01,20,WPG,RW,82,30,20,50,-24,42,4.7,15,15,0,3,12,8,0,245,12.2,1413,17:14:00,44,70,11,19,36.7,47,30,5,99,CEN,y,0.5,0.4,0,0,#004C97
475,Maxime Lajoie,lajoima01,21,OTT,D,56,7,8,15,-25,20,1.2,3,4,0,0,4,4,0,79,8.9,1059,18:54:00,82,34,0,0,NA,29,47,6,64,ATL,n,0.571428571,0.5,0,0,#C2912C
476,Juho Lammikko,lammiju01,23,FLA,RW,40,0,6,6,-7,6,-0.4,0,0,0,0,5,0,1,39,0,437,10:56:00,21,45,142,190,42.8,36,32,14,86,ATL,n,NaN,0,NaN,0.166666667,#B9975B
477,Gabriel Landeskog,landega01,26,COL,LW,73,34,41,75,17,51,9,24,10,0,9,24,17,0,243,14,1544,21:09:00,64,120,360,333,51.9,38,30,14,90,CEN,y,0.294117647,0.414634146,0,0,#6F263D
478,Nick Lappin,lappini01,26,NJD,RW,11,0,0,0,-6,0,-0.4,0,0,0,0,0,0,0,11,0,151,13:41:00,3,16,5,1,83.3,31,41,10,72,MET,n,NaN,NaN,NaN,NaN,#000000
479,Dylan Larkin,larkidy01,22,DET,C,76,32,41,73,-6,75,7.5,23,7,2,4,32,8,1,287,11.1,1660,21:51:00,38,80,865,722,54.5,32,40,10,74,ATL,n,0.21875,0.195121951,0.0625,0.024390244,#CE1126
480,Adam Larsson,larssad01,26,EDM,D,82,3,17,20,-28,44,1.8,3,0,0,0,16,0,1,117,2.6,1773,21:37:00,128,256,0,0,NA,35,38,9,79,PAC,n,0,0,0,0.058823529,#041E42
481,Jacob Larsson,larssja01,21,ANA,D,49,0,5,5,-4,16,1.3,0,0,0,0,5,0,0,57,0,839,17:07:00,59,41,0,1,0,35,37,10,80,PAC,n,NaN,0,NaN,0,#F47A38
482,Johan Larsson,larssjo02,26,BUF,LW,73,6,8,14,-8,37,0.1,5,0,1,0,8,0,0,79,7.6,1043,14:18:00,44,112,503,490,50.7,33,39,10,76,ATL,n,0,0,0.166666667,0,#002654
483,Brian Lashoff,lashobr01,28,DET,D,4,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,2,0,55,13:40:00,4,3,0,0,NA,32,40,10,74,ATL,n,NaN,0,NaN,0,#CE1126
484,Scott Laughton,laughsc01,24,PHI,C,82,12,20,32,-11,53,1.9,12,0,0,1,18,0,2,130,9.2,1218,14:51:00,46,146,344,291,54.2,37,37,8,82,MET,n,0,0,0,0.1,#F74902
485,Jeremy Lauzon,lauzoje01,21,BOS,D,16,1,0,1,-1,2,0.4,1,0,0,1,0,0,0,11,9.1,249,15:32:00,15,15,0,0,NA,49,24,9,107,ATL,y,0,NaN,0,NaN,#FFB81C
486,Curtis Lazar,lazarcu01,23,CGY,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,NA,5,4:48:00,1,0,3,1,75,50,25,7,107,PAC,y,NaN,NaN,NaN,NaN,#C8102E
487,Nick Leddy,leddyni01,27,NYI,D,82,4,22,26,0,18,5,4,0,0,0,12,10,0,116,3.4,1767,21:33:00,89,77,0,0,NA,48,27,7,103,MET,y,0,0.454545455,0,0,#00539B
488,Anders Lee,leean01,28,NYI,C,82,28,23,51,20,58,6.5,18,10,0,5,17,6,0,204,13.7,1401,17:05:00,51,103,75,80,48.4,48,27,7,103,MET,y,0.357142857,0.260869565,0,0,#00539B
489,Artturi Lehkonen,lehkoar01,23,MTL,LW,82,11,20,31,10,32,2.3,11,0,0,4,20,0,0,176,6.3,1276,15:33:00,39,120,5,14,26.3,44,30,8,96,ATL,n,0,0,0,0,#AF1E2D
490,Jori Lehtera,lehtejo01,31,PHI,C,27,1,2,3,-7,33,-0.3,1,0,0,0,2,0,0,17,5.9,246,9:07:00,7,29,79,67,54.1,37,37,8,82,MET,n,0,0,0,0,#F74902
491,Brendan Leipsic,leipsbr01,24,LAK,LW,45,5,13,18,-4,22,1.3,4,1,0,0,12,1,0,56,8.9,637,14:09:00,25,45,4,4,50,31,42,9,71,PAC,n,0.2,0.076923077,0,0,#111111
491,Brendan Leipsic,leipsbr01,24,VAN,LW,17,2,3,5,-10,2,0,2,0,0,1,1,2,0,36,5.6,218,12:50:00,3,11,3,2,60,35,36,11,81,PAC,n,0,0.666666667,0,0,#00843D
492,Josh Leivo,leivojo01,25,VAN,LW,49,10,8,18,4,25,1.8,9,1,0,0,5,3,0,113,8.8,782,15:57:00,18,22,4,9,30.8,35,36,11,81,PAC,n,0.1,0.375,0,0,#00843D
492,Josh Leivo,leivojo01,25,TOR,LW,27,4,2,6,1,7,0.5,2,2,0,2,1,1,0,38,10.5,284,10:32:00,5,22,11,17,39.3,46,28,8,100,ATL,y,0.5,0.5,0,0,#00205B
493,Brendan Lemieux,lemiebr01,22,WPG,LW,44,9,2,11,10,64,1.8,9,0,0,1,2,0,0,37,24.3,326,7:25:00,15,81,4,6,40,47,30,5,99,CEN,y,0,0,0,0,#004C97
493,Brendan Lemieux,lemiebr01,22,NYR,LW,19,3,3,6,-4,44,0.4,3,0,0,0,3,0,0,30,10,244,12:50:00,16,48,3,7,30,32,36,14,78,MET,n,0,0,0,0,#0038A8
494,Kris Letang,letankr01,31,PIT,D,65,16,40,56,13,48,9,13,2,1,3,22,17,1,206,7.8,1687,NA,111,116,0,0,NA,44,26,12,100,MET,y,0.125,0.425,0.0625,0.025,#FCB514
495,Mark Letestu,letesma01,33,CBJ,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,19,9:20:00,0,3,5,1,83.3,47,31,4,98,MET,y,NaN,NaN,NaN,NaN,#002654
496,Vinni Lettieri,lettivi01,23,NYR,C,27,1,2,3,-7,14,-0.3,0,1,0,0,1,1,0,40,2.5,274,10:09:00,11,41,7,6,53.8,32,36,14,78,MET,n,1,0.5,0,0,#0038A8
497,Tyler Lewington,lewinty01,24,WSH,D,2,1,1,2,3,7,0.5,1,0,0,0,1,0,0,3,33.3,28,13:48:00,1,4,0,0,NA,48,26,8,104,MET,y,0,0,0,0,#041E42
498,Trevor Lewis,lewistr01,32,LAK,C,44,3,9,12,-9,9,0.3,3,0,0,1,9,0,0,87,3.4,617,14:01:00,25,53,57,67,46,31,42,9,71,PAC,n,0,0,0,0,#111111
499,Oscar Lindberg,lindbos02,27,VEG,C,35,4,8,12,3,24,1.1,4,0,0,0,7,1,0,66,6.1,422,12:03:00,17,65,15,17,46.9,43,32,7,93,PAC,y,0,0.125,0,0,#B4975A
499,Oscar Lindberg,lindbos02,27,OTT,C,20,5,3,8,1,4,0.9,5,0,0,0,3,0,0,25,20,264,13:13:00,10,39,86,105,45,29,47,6,64,ATL,n,0,0,0,0,#C2912C
500,Oskar Lindblom,lindbos01,22,PHI,LW,81,17,16,33,-9,20,2.7,15,2,0,2,15,1,0,162,10.5,1113,13:45:00,52,68,3,7,30,37,37,8,82,MET,n,0.117647059,0.0625,0,0,#F74902
501,Esa Lindell,lindees01,24,DAL,D,82,11,21,32,14,33,8.6,5,4,2,1,18,3,0,132,8.3,1995,NA,161,143,0,0,NA,43,32,7,93,CEN,y,0.363636364,0.142857143,0.181818182,0,#006847
502,Ryan Lindgren,lindgry01,20,NYR,D,5,0,0,0,-6,8,-0.4,0,0,0,0,0,0,0,8,0,73,14:35:00,9,11,0,0,NA,32,36,14,78,MET,n,NaN,NaN,NaN,NaN,#0038A8
503,Anton Lindholm,lindhan01,24,COL,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,NA,14,7:11:00,1,1,0,0,NA,38,30,14,90,CEN,y,NaN,NaN,NaN,NaN,#6F263D
504,Elias Lindholm,lindhel01,24,CGY,C,81,27,51,78,30,20,8.4,17,9,1,5,31,17,3,182,14.8,1623,20:02:00,39,82,509,428,54.3,50,25,7,107,PAC,y,0.333333333,0.333333333,0.037037037,0.058823529,#C8102E
505,Hampus Lindholm,lindhha01,25,ANA,D,76,6,22,28,-5,44,5.5,5,1,0,0,16,5,1,125,4.8,1824,NA,133,81,0,0,NA,35,37,10,80,PAC,n,0.166666667,0.227272727,0,0.045454545,#F47A38
506,Par Lindholm,lindhpa01,27,TOR,C,61,1,11,12,5,18,0.1,1,0,0,0,11,0,0,60,1.7,698,11:27:00,54,54,201,194,50.9,46,28,8,100,ATL,y,0,0,0,0,#00205B
506,Par Lindholm,lindhpa01,27,WPG,C,4,0,1,1,0,0,0,0,0,0,0,1,0,0,5,0,39,9:47:00,1,4,3,9,25,47,30,5,99,CEN,y,NaN,0,NaN,0,#004C97
507,Bryan Little,littlbr01,31,WPG,RW,82,15,26,41,-12,26,2.9,11,4,0,5,21,3,2,126,11.9,1298,15:50:00,29,62,526,476,52.5,47,30,5,99,CEN,y,0.266666667,0.115384615,0,0.076923077,#004C97
508,Blake Lizotte,lizotbl01,21,LAK,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,11,11:12:00,1,0,4,4,50,31,42,9,71,PAC,n,NaN,NaN,NaN,NaN,#111111
509,Ryan Lomberg,lombery01,24,CGY,LW,4,0,0,0,0,17,-0.1,0,0,0,0,0,0,0,1,0,28,6:59:00,0,12,0,0,NA,50,25,7,107,PAC,y,NaN,NaN,NaN,NaN,#C8102E
510,Ben Lovejoy,lovejbe01,34,NJD,D,51,2,5,7,1,33,2.1,2,0,0,0,5,0,0,70,2.9,896,17:35:00,77,59,0,0,NA,31,41,10,72,MET,n,0,0,0,0,#000000
510,Ben Lovejoy,lovejbe01,34,DAL,D,20,0,2,2,-2,4,0.6,0,0,0,0,2,0,0,25,0,317,15:50:00,41,17,0,0,NA,43,32,7,93,CEN,y,NaN,0,NaN,0,#006847
511,Adam Lowry,lowryad01,25,WPG,LW,78,12,11,23,6,33,1.8,11,0,1,3,9,0,2,105,11.4,1142,14:38:00,49,223,643,473,57.6,47,30,5,99,CEN,y,0,0,0.083333333,0.181818182,#004C97
512,Milan Lucic,lucicmi01,30,EDM,LW,79,6,14,20,-9,91,0.5,4,2,0,0,12,2,0,74,8.1,1046,13:14:00,22,259,25,20,55.6,35,38,9,79,PAC,n,0.333333333,0.142857143,0,0,#041E42
513,Matt Luff,luffma01,21,LAK,RW,33,8,3,11,-2,9,1.3,7,1,0,2,3,0,0,45,17.8,367,11:07:00,19,17,1,3,25,31,42,9,71,PAC,n,0.125,0,0,0,#111111
514,Isac Lundestrom,lundeis01,19,ANA,C,15,0,2,2,-1,2,-0.1,0,0,0,0,2,0,0,13,0,195,13:02:00,5,4,21,43,32.8,35,37,10,80,PAC,n,NaN,0,NaN,0,#F47A38
515,Ilya Lyubushkin,lyubuil01,24,ARI,D,41,0,4,4,-9,13,0.6,0,0,0,0,4,0,0,27,0,563,13:44:00,61,150,0,0,NA,39,35,8,86,PAC,n,NaN,0,NaN,0,#8C2633
516,Olli Maatta,maattol01,24,PIT,D,60,1,13,14,9,12,2.7,0,1,0,1,10,3,0,74,1.4,1115,18:35:00,116,97,0,0,NA,44,26,12,100,MET,y,1,0.230769231,0,0,#FCB514
517,Kurtis MacDermid,macdeku01,24,LAK,D,11,0,1,1,-1,11,0.2,0,0,0,0,1,0,0,5,0,103,9:21:00,4,26,0,0,NA,31,42,9,71,PAC,n,NaN,0,NaN,0,#111111
518,Andrew MacDonald,macdoan01,32,PHI,D,47,0,9,9,-5,18,1.1,0,0,0,0,7,0,2,41,0,771,16:24:00,95,30,0,0,NA,37,37,8,82,MET,n,NaN,0,NaN,0.222222222,#F74902
519,Jacob MacDonald,macdoja02,25,FLA,D,2,1,0,1,1,0,0.3,1,0,0,0,0,0,0,1,100,24,12:03:00,1,1,0,0,NA,36,32,14,86,ATL,n,0,NaN,0,NaN,#B9975B
520,Mackenzie MacEachern,maceama01,24,STL,LW,29,3,2,5,0,10,0.4,3,0,0,1,2,0,0,33,9.1,233,8:02:00,4,49,0,0,NA,45,28,9,99,CEN,y,0,0,0,0,#002F87
521,Zack MacEwen,macewza01,22,VAN,C,4,0,1,1,-4,5,-0.1,0,0,0,0,1,0,0,2,0,29,7:11:00,1,4,0,1,0,35,36,11,81,PAC,n,NaN,0,NaN,0,#00843D
522,Derek MacKenzie,mackede01,37,FLA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,2:43:00,0,0,2,1,66.7,36,32,14,86,ATL,n,NaN,NaN,NaN,NaN,#B9975B
523,Nathan MacKinnon,mackina01,23,COL,C,82,41,58,99,20,34,11.8,29,12,0,6,33,25,0,365,11.2,1812,22:05:00,31,54,518,666,43.8,38,30,14,90,CEN,y,0.292682927,0.431034483,0,0,#6F263D
524,Saku Maenalanen,maenasa01,24,CAR,RW,34,4,4,8,0,20,0.7,4,0,0,0,4,0,0,36,11.1,321,9:26:00,10,45,6,15,28.6,46,29,7,99,MET,y,0,0,0,0,#CC0000
525,Josh Mahura,mahurjo01,20,ANA,D,17,1,4,5,0,4,0.9,1,0,0,0,1,3,0,20,5,243,14:18:00,18,6,0,0,NA,35,37,10,80,PAC,n,0,0.75,0,0,#F47A38
526,Denis Malgin,malgide01,22,FLA,C,50,7,9,16,-10,14,0.9,7,0,0,0,8,1,0,66,10.6,644,12:53:00,21,40,36,56,39.1,36,32,14,86,ATL,n,0,0.111111111,0,0,#B9975B
527,Evgeni Malkin,malkiev01,32,PIT,C,68,21,51,72,-25,89,6.2,12,9,0,5,34,17,0,187,11.2,1279,18:48:00,33,54,381,452,45.7,44,26,12,100,MET,y,0.428571429,0.333333333,0,0,#FCB514
528,Brad Malone,malonbr01,29,EDM,C,16,0,0,0,0,4,-0.2,0,0,0,0,0,0,0,13,0,143,8:57:00,5,35,32,40,44.4,35,38,9,79,PAC,n,NaN,NaN,NaN,NaN,#041E42
529,Maxim Mamin,maminma01,24,FLA,C,7,0,0,0,-2,5,-0.2,0,0,0,0,0,0,0,8,0,51,7:21:00,1,10,0,1,0,36,32,14,86,ATL,n,NaN,NaN,NaN,NaN,#B9975B
530,Andrew Mangiapane,mangian01,22,CGY,LW,44,8,5,13,11,12,1.6,8,0,0,1,5,0,0,65,12.3,464,10:33:00,17,43,6,3,66.7,50,25,7,107,PAC,y,0,0,0,0,#C8102E
531,Brandon Manning,mannibr01,28,CHI,D,27,1,2,3,-14,21,-0.6,1,0,0,0,2,0,0,23,4.3,418,15:28:00,23,50,0,0,NA,36,34,12,84,CEN,n,0,0,0,0,#CF0A2C
531,Brandon Manning,mannibr01,28,EDM,D,12,1,0,1,-1,4,0.3,1,0,0,0,0,0,0,10,10,161,13:25:00,17,13,0,0,NA,35,38,9,79,PAC,n,0,NaN,0,NaN,#041E42
532,Josh Manson,mansojo01,27,ANA,D,74,3,13,16,-8,62,3.5,3,0,0,0,12,0,1,96,3.1,1651,22:18:00,90,184,0,0,NA,35,37,10,80,PAC,n,0,0,0,0.076923077,#F47A38
533,Anthony Mantha,manthan01,24,DET,RW,67,25,23,48,-8,30,5,18,7,0,1,17,6,0,198,12.6,1194,17:50:00,23,67,22,28,44,32,40,10,74,ATL,n,0.28,0.260869565,0,0,#CE1126
534,Brad Marchand,marchbr03,30,BOS,LW,79,36,64,100,15,96,11.7,23,10,3,9,36,24,4,231,15.6,1550,19:37:00,19,46,45,60,42.9,49,24,9,107,ATL,y,0.277777778,0.375,0.083333333,0.0625,#FFB81C
535,Jon Marchessault,audymjo01,28,VEG,C,82,25,34,59,2,52,6.3,20,5,0,6,23,11,0,278,9,1488,18:09:00,22,98,92,155,37.2,43,32,7,93,PAC,y,0.2,0.323529412,0,0,#B4975A
536,Martin Marincin,marinma01,26,TOR,D,24,1,4,5,-4,12,0.4,1,0,0,0,4,0,0,34,2.9,365,15:12:00,21,21,0,1,0,46,28,8,100,ATL,y,0,0,0,0,#00205B
537,Patrick Marleau,marlepa01,39,TOR,C,82,16,21,37,-6,28,2.5,12,4,0,3,15,6,0,161,9.9,1340,16:21:00,41,74,104,99,51.2,46,28,8,100,ATL,y,0.25,0.285714286,0,0,#00205B
538,Mitch Marner,marnemi01,21,TOR,C,82,26,68,94,22,22,9.8,22,3,1,5,48,18,2,233,11.2,1625,19:49:00,43,29,7,5,58.3,46,28,8,100,ATL,y,0.115384615,0.264705882,0.038461538,0.029411765,#00205B
539,Cooper Marody,marodco01,22,EDM,C,6,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,6,0,41,6:55:00,0,0,9,17,34.6,35,38,9,79,PAC,n,NaN,NaN,NaN,NaN,#041E42
540,Pat Maroon,maroopa01,30,STL,LW,74,10,18,28,-3,64,2.1,8,2,0,3,9,9,0,118,8.5,1049,14:10:00,7,135,2,3,40,45,28,9,99,CEN,y,0.2,0.5,0,0,#002F87
541,Danick Martel,marteda01,24,TBL,LW,9,0,2,2,3,8,0.1,0,0,0,0,2,0,0,16,0,92,10:11:00,1,12,1,1,50,62,16,4,128,ATL,y,NaN,0,NaN,0,#002868
542,Matt Martin,martima02,29,NYI,LW,67,6,8,14,5,53,1,6,0,0,1,8,0,0,62,9.7,766,11:26:00,42,275,6,9,40,48,27,7,103,MET,y,0,0,0,0,#00539B
543,Alec Martinez,martial01,31,LAK,D,60,4,14,18,-2,8,3.8,4,0,0,2,12,2,0,78,5.1,1282,21:22:00,135,78,0,0,NA,31,42,9,71,PAC,n,0,0.142857143,0,0,#111111
544,Jordan Martinook,martijo01,26,CAR,LW,82,15,10,25,1,38,2.2,14,0,1,5,10,0,0,146,10.3,1188,14:29:00,46,199,150,191,44,46,29,7,99,MET,y,0,0,0.066666667,0,#CC0000
545,Andreas Martinsen,martian01,28,CHI,LW,24,1,3,4,-5,14,-0.1,1,0,0,0,3,0,0,21,4.8,190,7:56:00,9,83,3,4,42.9,36,34,12,84,CEN,n,0,0,0,0,#CF0A2C
546,Mike Matheson,mathemi01,24,FLA,D,75,8,19,27,-24,44,3.2,8,0,0,2,11,6,2,129,6.2,1674,22:19:00,132,63,0,1,0,36,32,14,86,ATL,n,0,0.315789474,0,0.105263158,#B9975B
547,Auston Matthews,matthau01,21,TOR,C,68,37,36,73,-9,12,8.3,25,12,0,5,28,8,0,251,14.7,1262,18:33:00,60,28,475,436,52.1,46,28,8,100,ATL,y,0.324324324,0.222222222,0,0,#00205B
548,Scott Mayfield,mayfisc01,26,NYI,D,79,4,15,19,18,68,5.3,3,0,1,0,15,0,0,104,3.8,1480,18:44:00,159,118,0,1,0,48,27,7,103,MET,y,0,0,0.25,0,#00539B
549,Charlie McAvoy,mcavoch01,21,BOS,D,54,7,21,28,14,45,5.7,6,1,0,3,19,1,1,79,8.9,1197,22:10:00,91,92,0,0,NA,49,24,9,107,ATL,y,0.142857143,0.047619048,0,0.047619048,#FFB81C
550,Jake McCabe,mccabja01,25,BUF,D,59,4,10,14,-4,35,3,3,0,1,0,10,0,0,64,6.3,1118,18:57:00,99,103,0,1,0,33,39,10,76,ATL,n,0,0,0.25,0,#002654
551,Jared McCann,mccanja01,22,FLA,C,46,8,10,18,-9,18,1.2,6,1,1,1,8,2,0,78,10.3,647,14:04:00,21,45,192,229,45.6,36,32,14,86,ATL,n,0.125,0.2,0.125,0,#B9975B
551,Jared McCann,mccanja01,22,PIT,C,32,11,6,17,8,13,2.3,8,0,3,1,6,0,0,72,15.3,486,15:11:00,30,32,83,91,47.7,44,26,12,100,MET,y,0,0,0.272727273,0,#FCB514
